PWSID,PWS Name,Approximate Address,Postal,Primacy Agency,EPA Region,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits,Latitude,Longitude,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax
MN5490235,SweetWater Resort,"30174 Azure Rd, Cushing, Minnesota, 56443",56443,Minnesota,Region 5,Transient non-community system,25,,Morrison,9,1,5,-94.62338,46.197525,-94.623331,46.19756,-94.62438,-94.62238,46.196525,46.198525
MN5490236,Herbie's Bar LLC,"9685 Cable Rd, Sobieski, Minnesota, 56345",56345,Minnesota,Region 5,Transient non-community system,40,,Morrison,4,0,5,-94.458461,45.924413,-94.458431,45.92439,-94.459461,-94.457461,45.923413,45.925413
MN5490238,Friendly Inn,"56479, Staples, Minnesota",56479,Minnesota,Region 5,Transient non-community system,175,,Morrison,3,0,4,-94.792942,46.356249,-94.792942,46.356249,-95.152942,-94.432942,45.996249,46.716249
MN5040711,Tomahawk Lodge,"56630, Blackduck, Minnesota",56630,Minnesota,Region 5,Transient non-community system,100,,Beltrami,14,0,6,-94.552442,47.732329,-94.552442,47.732329,-94.967442,-94.137442,47.317329,48.147329
MN5040713,White Pines Resort,"203 Island View Dr NE, Bemidji, Minnesota, 56601",56601,Minnesota,Region 5,Transient non-community system,25,,Beltrami,10,0,6,-94.86833,47.595146,-94.868291,47.59518,-94.86933,-94.86733,47.594146,47.596146
MN5040716,Castle Highlands Golf Course,"56619, Bemidji, Minnesota",56619,Minnesota,Region 5,Transient non-community system,80,,Beltrami,15,1,6,-94.885592,47.47241,-94.885592,47.47241,-94.890592,-94.880592,47.46741,47.47741
MN5050320,Molitor's Grill Bar and Events,"425 35th St NE, Sauk Rapids, Minnesota, 56379",56379,Minnesota,Region 5,Transient non-community system,264,,Benton,5,0,8,-94.156821,45.617236,-94.156831,45.61844,-94.157821,-94.155821,45.616236,45.618236
MN5050321,Thermotech Windows,"1120 38th Ave NE, Sauk Rapids, Minnesota, 56379",56379,Minnesota,Region 5,Non-Transient non-community system,130,,Benton,10,1,7,-94.083633,45.58477,-94.083211,45.58477,-94.084633,-94.082633,45.58377,45.58577
MN5050322,Curley's Corner,"16523 165th St NE, Foley, Minnesota, 56329",56329,Minnesota,Region 5,Transient non-community system,30,,Benton,4,0,7,-93.823502,45.807397,-93.823501,45.80782,-93.824502,-93.822502,45.806397,45.808397
MN5050323,Countryside Seventh-Day Adventist Church,"56379, Sauk Rapids, Minnesota",56379,Minnesota,Region 5,Transient non-community system,75,,Benton,3,0,7,-94.175004,45.602823,-94.175004,45.602823,-94.405004,-93.945004,45.372823,45.832823
MN5050325,Coyote Moon Grille - Territory Golf Club,"56304, Saint Cloud, Minnesota",56304,Minnesota,Region 5,Transient non-community system,120,,Benton,10,0,6,-94.136082,45.56852,-94.136082,45.56852,-94.357082,-93.915082,45.34752,45.78952
MN5050326,Sugar Daddy's,"400 W Front St, Albert Lea, Minnesota, 56007",56007,Minnesota,Region 5,Transient non-community system,200,,Benton,4,2,6,-93.372595,43.64347,-93.372595,43.64347,-93.382595,-93.362595,43.63347,43.65347
MN5050327,Pines Edge Grocery,"34160 Highway 47 NW, Cambridge, Minnesota, 55008",55008,Minnesota,Region 5,Transient non-community system,825,,Benton,3,0,6,-93.388993,45.588055,-93.388993,45.588055,-93.398993,-93.378993,45.578055,45.598055
MN5020126,Dairy Queen Brazier,"17650 Highway 65 NE, Ham Lake, Minnesota, 55304",55304,Minnesota,Region 5,Transient non-community system,25,,Anoka,4,0,6,-93.234631,45.291442,-93.235301,45.29146,-93.235631,-93.233631,45.290442,45.292442
MN5020127,Soderville Cafe,"17628 Highway 65 NE, Ham Lake, Minnesota, 55304",55304,Minnesota,Region 5,Transient non-community system,25,,Anoka,4,0,6,-93.234671,45.290621,-93.235341,45.29064,-93.235671,-93.233671,45.289621,45.291621
MN5020133,Crossroads Evangelical Covenant Church,"17445 Notre Dame St NE, Columbus, Minnesota, 55025",55025,Minnesota,Region 5,Non-Transient non-community system,75,,Anoka,8,1,9,-93.050002,45.286059,-93.048911,45.28606,-93.051002,-93.049002,45.285059,45.287059
MN1550026,Stewartville,"55976, Stewartville, Minnesota",55976,Minnesota,Region 5,Community water system,6219,Stewartville,Olmsted,5,3,19,-92.484056,43.853385,-92.484056,43.853385,-92.689056,-92.279056,43.648385,44.058385
MN1550029,Hallmark Terrace Mobile Home Park,"47599 240th Ave, Mazeppa, Minnesota, 55956",55956,Minnesota,Region 5,Community water system,170,,Olmsted,3,2,19,-92.55103,44.258119,-92.552281,44.25812,-92.55203,-92.55003,44.257119,44.259119
MN5110554,Emmanuel Lutheran Church,"CR-12, Backus, Minnesota, 56435",56435,Minnesota,Region 5,Transient non-community system,170,,Cass,4,1,10,-94.639336,46.796647,-94.639336,46.796647,-94.647336,-94.631336,46.788647,46.804647
MN5010277,Glen Laundromat and Meat Market,"28011 MN-47, Aitkin, Minnesota, 56431",56431,Minnesota,Region 5,Transient non-community system,25,,Aitkin,3,0,10,-93.515182,46.418309,-93.515461,46.41831,-93.516182,-93.514182,46.417309,46.419309
MN5010303,Agate Bay Resort,"19139 328th Ave, Isle, Minnesota, 56342",56342,Minnesota,Region 5,Transient non-community system,70,,Aitkin,16,2,6,-93.534356,46.29215,-93.534356,46.29215,-93.544356,-93.524356,46.28215,46.30215
MN5180721,Breezy Point Resort,"9252 Breezy Point Dr, Breezy Point, Minnesota, 56472",56472,Minnesota,Region 5,Non-Transient non-community system,47,,Crow Wing,5,4,6,-94.208874,46.589863,-94.208861,46.58986,-94.209874,-94.207874,46.588863,46.590863
MN5020134,Columbus Elementary School,"55025, Forest Lake, Minnesota",55025,Minnesota,Region 5,Non-Transient non-community system,440,,Anoka,3,1,9,-92.988618,45.27553,-92.988618,45.27553,-93.142618,-92.834618,45.12153,45.42953
MN5020137,Waldoch Crafts Inc. - Office/Warehouse,"13821 Lake Dr NE, Columbus, Minnesota, 55025",55025,Minnesota,Region 5,Transient non-community system,25,,Anoka,6,1,9,-93.09231,45.220282,-93.09231,45.220282,-93.10231,-93.08231,45.210282,45.230282
MN5020001,Anoka County Parks Dept.-Lake George #6,"550 Bunker Lake Blvd NW, Andover, Minnesota, 55304",55304,Minnesota,Region 5,Transient non-community system,25,,Anoka,19,5,10,-93.278104,45.219932,-93.278721,45.21724,-93.279104,-93.277104,45.218932,45.220932
MN5020139,Anoka County Parks Dept.- Martin Lake,"550 Bunker Lake Blvd NW, Andover, Minnesota, 55304",55304,Minnesota,Region 5,Transient non-community system,30,,Anoka,4,2,9,-93.278104,45.219932,-93.278721,45.21724,-93.279104,-93.277104,45.218932,45.220932
